Measure,Country,Time,Value,Flags
As % of the USA (USA=100),Switzerland,1980,3.17,
As % of the USA (USA=100),Switzerland,1981,3.139,
As % of the USA (USA=100),Switzerland,1982,3.158,
As % of the USA (USA=100),Switzerland,1983,3.038,
As % of the USA (USA=100),Switzerland,1984,2.917,
As % of the USA (USA=100),Switzerland,1985,2.901,
As % of the USA (USA=100),Switzerland,1986,2.855,
As % of the USA (USA=100),Switzerland,1987,2.803,
As % of the USA (USA=100),Switzerland,1988,2.778,
As % of the USA (USA=100),Switzerland,1989,2.796,
As % of the USA (USA=100),Switzerland,1990,2.844,
As % of the USA (USA=100),Switzerland,1991,2.82,
As % of the USA (USA=100),Switzerland,1992,2.722,
As % of the USA (USA=100),Switzerland,1993,2.646,
As % of the USA (USA=100),Switzerland,1994,2.576,
As % of the USA (USA=100),Switzerland,1995,2.519,
As % of the USA (USA=100),Switzerland,1996,2.454,
As % of the USA (USA=100),Switzerland,1997,2.422,
As % of the USA (USA=100),Switzerland,1998,2.368,
As % of the USA (USA=100),Switzerland,1999,2.271,
As % of the USA (USA=100),Switzerland,2000,2.272,
As % of the USA (USA=100),Switzerland,2001,2.27,
As % of the USA (USA=100),Switzerland,2002,2.297,
As % of the USA (USA=100),Switzerland,2003,2.204,
As % of the USA (USA=100),Switzerland,2004,2.16,
As % of the USA (USA=100),Switzerland,2005,2.099,
As % of the USA (USA=100),Switzerland,2006,2.213,
As % of the USA (USA=100),Switzerland,2007,2.331,
As % of the USA (USA=100),Switzerland,2008,2.491,
As % of the USA (USA=100),Switzerland,2009,2.541,
As % of the USA (USA=100),Switzerland,2010,2.537,
As % of the USA (USA=100),Switzerland,2011,2.613,
As % of the USA (USA=100),Switzerland,2012,2.618,
As % of the USA (USA=100),Switzerland,2013,2.619,
As % of the USA (USA=100),Switzerland,1970,125.159,
As % of the USA (USA=100),Switzerland,1971,126.174,
As % of the USA (USA=100),Switzerland,1972,123.912,
As % of the USA (USA=100),Switzerland,1973,121.278,
As % of the USA (USA=100),Switzerland,1974,124.461,
As % of the USA (USA=100),Switzerland,1975,117.781,
As % of the USA (USA=100),Switzerland,1976,112.499,
As % of the USA (USA=100),Switzerland,1977,111.57,
As % of the USA (USA=100),Switzerland,1978,106.979,
As % of the USA (USA=100),Switzerland,1979,107.143,
As % of the USA (USA=100),Switzerland,1980,113.044,
As % of the USA (USA=100),Switzerland,1981,112.298,
As % of the USA (USA=100),Switzerland,1982,113.4,
As % of the USA (USA=100),Switzerland,1983,109.815,
As % of the USA (USA=100),Switzerland,1984,106.012,
As % of the USA (USA=100),Switzerland,1985,105.92,
As % of the USA (USA=100),Switzerland,1986,104.545,
As % of the USA (USA=100),Switzerland,1987,102.85,
As % of the USA (USA=100),Switzerland,1988,102.057,
As % of the USA (USA=100),Switzerland,1989,102.878,
As % of the USA (USA=100),Switzerland,1990,104.692,
As % of the USA (USA=100),Switzerland,1991,103.916,
As % of the USA (USA=100),Switzerland,1992,100.724,
As % of the USA (USA=100),Switzerland,1993,98.541,
As % of the USA (USA=100),Switzerland,1994,96.427,
As % of the USA (USA=100),Switzerland,1995,94.854,
As % of the USA (USA=100),Switzerland,1996,93.143,
As % of the USA (USA=100),Switzerland,1997,92.929,
As % of the USA (USA=100),Switzerland,1998,91.706,
As % of the USA (USA=100),Switzerland,1999,88.505,
As % of the USA (USA=100),Switzerland,2000,89.019,
As % of the USA (USA=100),Switzerland,2001,88.861,
As % of the USA (USA=100),Switzerland,2002,90.094,
As % of the USA (USA=100),Switzerland,2003,86.503,
As % of the USA (USA=100),Switzerland,2004,84.982,
As % of the USA (USA=100),Switzerland,2005,82.834,
As % of the USA (USA=100),Switzerland,2006,87.486,
As % of the USA (USA=100),Switzerland,2007,92.305,
As % of the USA (USA=100),Switzerland,2008,98.378,
As % of the USA (USA=100),Switzerland,2009,100.092,
As % of the USA (USA=100),Switzerland,2010,100.923,
As % of the USA (USA=100),Switzerland,2011,103.616,
As % of the USA (USA=100),Switzerland,2012,103.777,
As % of the USA (USA=100),Switzerland,2013,103.363,
As % of the USA (USA=100),Switzerland,1991,86.525,
As % of the USA (USA=100),Switzerland,1992,84.359,
As % of the USA (USA=100),Switzerland,1993,84.815,
As % of the USA (USA=100),Switzerland,1994,84.684,
As % of the USA (USA=100),Switzerland,1995,85.976,
As % of the USA (USA=100),Switzerland,1996,86.19,
As % of the USA (USA=100),Switzerland,1997,88.188,
As % of the USA (USA=100),Switzerland,1998,86.545,
As % of the USA (USA=100),Switzerland,1999,82.713,
As % of the USA (USA=100),Switzerland,2000,83.261,
As % of the USA (USA=100),Switzerland,2001,82.733,
As % of the USA (USA=100),Switzerland,2002,83.355,
As % of the USA (USA=100),Switzerland,2003,79.447,
As % of the USA (USA=100),Switzerland,2004,77.144,
As % of the USA (USA=100),Switzerland,2005,75.655,
As % of the USA (USA=100),Switzerland,2006,79.994,
As % of the USA (USA=100),Switzerland,2007,83.308,
As % of the USA (USA=100),Switzerland,2008,86.521,
As % of the USA (USA=100),Switzerland,2009,83.456,
As % of the USA (USA=100),Switzerland,2010,82.153,
As % of the USA (USA=100),Switzerland,2011,84.189,
As % of the USA (USA=100),Switzerland,2012,85.449,
As % of the USA (USA=100),Switzerland,2013,86.195,
As % of the USA (USA=100),Switzerland,1991,120.099,
As % of the USA (USA=100),Switzerland,1992,119.4,
As % of the USA (USA=100),Switzerland,1993,116.184,
As % of the USA (USA=100),Switzerland,1994,113.867,
As % of the USA (USA=100),Switzerland,1995,110.326,
As % of the USA (USA=100),Switzerland,1996,108.067,
As % of the USA (USA=100),Switzerland,1997,105.377,
As % of the USA (USA=100),Switzerland,1998,105.964,
As % of the USA (USA=100),Switzerland,1999,107.003,
As % of the USA (USA=100),Switzerland,2000,106.915,
As % of the USA (USA=100),Switzerland,2001,107.406,
As % of the USA (USA=100),Switzerland,2002,108.084,
As % of the USA (USA=100),Switzerland,2003,108.881,
As % of the USA (USA=100),Switzerland,2004,110.161,
As % of the USA (USA=100),Switzerland,2005,109.488,
As % of the USA (USA=100),Switzerland,2006,109.366,
As % of the USA (USA=100),Switzerland,2007,110.8,
As % of the USA (USA=100),Switzerland,2008,113.705,
As % of the USA (USA=100),Switzerland,2009,119.933,
As % of the USA (USA=100),Switzerland,2010,122.848,
As % of the USA (USA=100),Switzerland,2011,123.076,
As % of the USA (USA=100),Switzerland,2012,121.45,
As % of the USA (USA=100),Switzerland,2013,119.917,
"National currency, current prices",Turkey,1970,0.277,
"National currency, current prices",Turkey,1971,0.343,
"National currency, current prices",Turkey,1972,0.41,
"National currency, current prices",Turkey,1973,0.515,
"National currency, current prices",Turkey,1974,0.699,
"National currency, current prices",Turkey,1975,0.906,
"National currency, current prices",Turkey,1976,1.152,
"National currency, current prices",Turkey,1977,1.473,
"National currency, current prices",Turkey,1978,2.194,
"National currency, current prices",Turkey,1979,3.832,
"National currency, current prices",Turkey,1980,7.032,
"National currency, current prices",Turkey,1981,10.621,
"National currency, current prices",Turkey,1982,14.104,
"National currency, current prices",Turkey,1983,18.693,
"National currency, current prices",Turkey,1984,29.569,
"National currency, current prices",Turkey,1985,47.176,
"National currency, current prices",Turkey,1986,68.663,
"National currency, current prices",Turkey,1987,100.445,
"National currency, current prices",Turkey,1988,173.709,
"National currency, current prices",Turkey,1989,305.579,
"National currency, current prices",Turkey,1990,528.369,
"National currency, current prices",Turkey,1991,847.032,
"National currency, current prices",Turkey,1992,1469.755,
"National currency, current prices",Turkey,1993,2664.116,
"National currency, current prices",Turkey,1994,5200.119,
"National currency, current prices",Turkey,1995,10434.647,
"National currency, current prices",Turkey,1996,19857.343,
"National currency, current prices",Turkey,1997,38762.506,
"National currency, current prices",Turkey,1998,70203.147,
"National currency, current prices",Turkey,1999,104595.916,
"National currency, current prices",Turkey,2000,166658.022,
"National currency, current prices",Turkey,2001,240224.083,
"National currency, current prices",Turkey,2002,350476.09,
"National currency, current prices",Turkey,2003,454780.659,
"National currency, current prices",Turkey,2004,559033.026,
"National currency, current prices",Turkey,2005,648931.712,
"National currency, current prices",Turkey,2006,758390.785,
"National currency, current prices",Turkey,2007,843178.421,
"National currency, current prices",Turkey,2008,950534.251,
"National currency, current prices",Turkey,2009,952558.579,
"National currency, current prices",Turkey,2010,1098799.348,
"National currency, current prices",Turkey,2011,1297713.21,
"National currency, current prices",Turkey,2012,1416798.49,
"National currency, current prices",Turkey,2013,1561510.015,
"National currency, current prices",Turkey,1970,0.008,
"National currency, current prices",Turkey,1971,0.009,
"National currency, current prices",Turkey,1972,0.011,
"National currency, current prices",Turkey,1973,0.014,
"National currency, current prices",Turkey,1974,0.018,
"National currency, current prices",Turkey,1975,0.023,
"National currency, current prices",Turkey,1976,0.028,
"National currency, current prices",Turkey,1977,0.035,
"National currency, current prices",Turkey,1978,0.051,
"National currency, current prices",Turkey,1979,0.088,
"National currency, current prices",Turkey,1980,0.158,
"National currency, current prices",Turkey,1981,0.233,
"National currency, current prices",Turkey,1982,0.302,
"National currency, current prices",Turkey,1983,0.391,
"National currency, current prices",Turkey,1984,0.603,
"National currency, current prices",Turkey,1985,0.938,
"National currency, current prices",Turkey,1986,1.334,
"National currency, current prices",Turkey,1987,1.918,
"National currency, current prices",Turkey,1988,3.261,
"National currency, current prices",Turkey,1989,5.639,
"National currency, current prices",Turkey,1990,9.586,
"National currency, current prices",Turkey,1991,15.111,
"National currency, current prices",Turkey,1992,25.792,
"National currency, current prices",Turkey,1993,46.002,
"National currency, current prices",Turkey,1994,88.382,
"National currency, current prices",Turkey,1995,174.621,
"National currency, current prices",Turkey,1996,327.295,
"National currency, current prices",Turkey,1997,629.445,
"National currency, current prices",Turkey,1998,1123.898,
"National currency, current prices",Turkey,1999,1650.715,
"National currency, current prices",Turkey,2000,2593.818,
"National currency, current prices",Turkey,2001,3688.208,
"National currency, current prices",Turkey,2002,5309.6,
"National currency, current prices",Turkey,2003,6800.662,
"National currency, current prices",Turkey,2004,8254.7,
"National currency, current prices",Turkey,2005,9464.337,
"National currency, current prices",Turkey,2006,10928.608,
"National currency, current prices",Turkey,2007,12008.523,
"National currency, current prices",Turkey,2008,13369.917,
"National currency, current prices",Turkey,2009,13220.799,
"National currency, current prices",Turkey,2010,15051.427,
"National currency, current prices",Turkey,2011,17548.522,
"National currency, current prices",Turkey,2012,18916.247,
"National currency, current prices",Turkey,2013,20604.19,
"National currency, current prices",Turkey,1983,0.001,
"National currency, current prices",Turkey,1984,0.001,
"National currency, current prices",Turkey,1985,0.001,
"National currency, current prices",Turkey,1986,0.002,
"National currency, current prices",Turkey,1987,0.003,
"National currency, current prices",Turkey,1988,0.005,
"National currency, current prices",Turkey,1989,0.009,
"National currency, current prices",Turkey,1990,0.015,
"National currency, current prices",Turkey,1991,0.023,
"National currency, current prices",Turkey,1992,0.039,
"National currency, current prices",Turkey,1993,0.073,
"National currency, current prices",Turkey,1994,0.135,
"National currency, current prices",Turkey,1995,0.264,
"National currency, current prices",Turkey,1996,0.484,
"National currency, current prices",Turkey,1997,0.952,
"National currency, current prices",Turkey,1998,1.674,
"National currency, current prices",Turkey,1999,2.411,
"National currency, current prices",Turkey,2000,3.899,
"National currency, current prices",Turkey,2001,5.62,
"National currency, current prices",Turkey,2002,8.259,
"National currency, current prices",Turkey,2003,10.82,
"National currency, current prices",Turkey,2004,14.487,
"National currency, current prices",Turkey,2005,16.308,
"National currency, current prices",Turkey,2006,18.657,
"National currency, current prices",Turkey,2007,20.775,
"National currency, current prices",Turkey,2008,23.061,
"National currency, current prices",Turkey,2009,23.254,
"National currency, current prices",Turkey,2010,25.349,
"National currency, current prices",Turkey,2011,28.286,
"National currency, current prices",Turkey,2012,30.163,
"National currency, current prices",Turkey,2013,32.345,
"USD, current prices, current PPPs",Turkey,1970,44376.695,
"USD, current prices, current PPPs",Turkey,1971,49228.589,
"USD, current prices, current PPPs",Turkey,1972,55177.59,
"USD, current prices, current PPPs",Turkey,1973,60078.607,
"USD, current prices, current PPPs",Turkey,1974,69139.539,
"USD, current prices, current PPPs",Turkey,1975,80962.001,
"USD, current prices, current PPPs",Turkey,1976,94343.446,
"USD, current prices, current PPPs",Turkey,1977,103607.836,
"USD, current prices, current PPPs",Turkey,1978,112550.336,
"USD, current prices, current PPPs",Turkey,1979,121078.329,
"USD, current prices, current PPPs",Turkey,1980,128771.503,
"USD, current prices, current PPPs",Turkey,1981,147626.684,
"USD, current prices, current PPPs",Turkey,1982,162373.647,
"USD, current prices, current PPPs",Turkey,1983,177168.779,
"USD, current prices, current PPPs",Turkey,1984,195771.77,
"USD, current prices, current PPPs",Turkey,1985,210601.881,
"USD, current prices, current PPPs",Turkey,1986,229921.093,
"USD, current prices, current PPPs",Turkey,1987,258153.304,
"USD, current prices, current PPPs",Turkey,1988,272856.514,
"USD, current prices, current PPPs",Turkey,1989,284179.427,
"USD, current prices, current PPPs",Turkey,1990,321968.73,
"USD, current prices, current PPPs",Turkey,1991,335760.157,
"USD, current prices, current PPPs",Turkey,1992,363967.968,
"USD, current prices, current PPPs",Turkey,1993,402596.56,
"USD, current prices, current PPPs",Turkey,1994,388735.11,
"USD, current prices, current PPPs",Turkey,1995,425382.025,
"USD, current prices, current PPPs",Turkey,1996,465717.351,
"USD, current prices, current PPPs",Turkey,1997,510769.341,
"USD, current prices, current PPPs",Turkey,1998,535466.887,
"USD, current prices, current PPPs",Turkey,1999,517741.404,
"USD, current prices, current PPPs",Turkey,2000,590015.127,
"USD, current prices, current PPPs",Turkey,2001,561617.386,
"USD, current prices, current PPPs",Turkey,2002,572093.632,
"USD, current prices, current PPPs",Turkey,2003,588211.189,
"USD, current prices, current PPPs",Turkey,2004,688029.523,
"USD, current prices, current PPPs",Turkey,2005,781243.404,
"USD, current prices, current PPPs",Turkey,2006,895954.913,
"USD, current prices, current PPPs",Turkey,2007,974856.194,
"USD, current prices, current PPPs",Turkey,2008,1067943.795,
"USD, current prices, current PPPs",Turkey,2009,1048318.817,
"USD, current prices, current PPPs",Turkey,2010,1168280.899,
"USD, current prices, current PPPs",Turkey,2011,1314896.524,
"USD, current prices, current PPPs",Turkey,2012,1372726.019,
"USD, current prices, current PPPs",Turkey,2013,1447954.743,
"USD, current prices, current PPPs",Turkey,1970,1256.383,
"USD, current prices, current PPPs",Turkey,1971,1359.343,
"USD, current prices, current PPPs",Turkey,1972,1485.985,
"USD, current prices, current PPPs",Turkey,1973,1578.026,
"USD, current prices, current PPPs",Turkey,1974,1771.174,
"USD, current prices, current PPPs",Turkey,1975,2020.111,
"USD, current prices, current PPPs",Turkey,1976,2305.84,
"USD, current prices, current PPPs",Turkey,1977,2480.555,
"USD, current prices, current PPPs",Turkey,1978,2639.548,
"USD, current prices, current PPPs",Turkey,1979,2781.492,
"USD, current prices, current PPPs",Turkey,1980,2897.779,
"USD, current prices, current PPPs",Turkey,1981,3241.693,
"USD, current prices, current PPPs",Turkey,1982,3477.845,
"USD, current prices, current PPPs",Turkey,1983,3701.504,
"USD, current prices, current PPPs",Turkey,1984,3989.643,
"USD, current prices, current PPPs",Turkey,1985,4186.417,
"USD, current prices, current PPPs",Turkey,1986,4466.222,
"USD, current prices, current PPPs",Turkey,1987,4929.412,
"USD, current prices, current PPPs",Turkey,1988,5122.334,
"USD, current prices, current PPPs",Turkey,1989,5243.937,
"USD, current prices, current PPPs",Turkey,1990,5841.232,
"USD, current prices, current PPPs",Turkey,1991,5989.834,
"USD, current prices, current PPPs",Turkey,1992,6386.972,
"USD, current prices, current PPPs",Turkey,1993,6951.748,
"USD, current prices, current PPPs",Turkey,1994,6606.984,
"USD, current prices, current PPPs",Turkey,1995,7118.65,
"USD, current prices, current PPPs",Turkey,1996,7676.111,
"USD, current prices, current PPPs",Turkey,1997,8294.134,
"USD, current prices, current PPPs",Turkey,1998,8572.408,
"USD, current prices, current PPPs",Turkey,1999,8170.908,
"USD, current prices, current PPPs",Turkey,2000,9182.829,
"USD, current prices, current PPPs",Turkey,2001,8622.624,
"USD, current prices, current PPPs",Turkey,2002,8667.035,
"USD, current prices, current PPPs",Turkey,2003,8795.944,
"USD, current prices, current PPPs",Turkey,2004,10159.466,
"USD, current prices, current PPPs",Turkey,2005,11394.035,
"USD, current prices, current PPPs",Turkey,2006,12910.943,
"USD, current prices, current PPPs",Turkey,2007,13883.874,
"USD, current prices, current PPPs",Turkey,2008,15021.363,
"USD, current prices, current PPPs",Turkey,2009,14549.879,
"USD, current prices, current PPPs",Turkey,2010,16003.19,
"USD, current prices, current PPPs",Turkey,2011,17780.886,
"USD, current prices, current PPPs",Turkey,2012,18327.817,
"USD, current prices, current PPPs",Turkey,2013,19105.824,
"USD, current prices, current PPPs",Turkey,1970,1.573,
"USD, current prices, current PPPs",Turkey,1971,1.723,
"USD, current prices, current PPPs",Turkey,1972,1.887,
"USD, current prices, current PPPs",Turkey,1973,2.025,
"USD, current prices, current PPPs",Turkey,1974,2.291,
"USD, current prices, current PPPs",Turkey,1975,2.671,
"USD, current prices, current PPPs",Turkey,1976,3.094,
"USD, current prices, current PPPs",Turkey,1977,3.32,
"USD, current prices, current PPPs",Turkey,1978,3.588,
"USD, current prices, current PPPs",Turkey,1979,3.836,
"USD, current prices, current PPPs",Turkey,1980,4.044,
"USD, current prices, current PPPs",Turkey,1981,4.614,
"USD, current prices, current PPPs",Turkey,1982,5.042,
"USD, current prices, current PPPs",Turkey,1983,5.47,
"USD, current prices, current PPPs",Turkey,1984,6.159,
"USD, current prices, current PPPs",Turkey,1985,6.425,
"USD, current prices, current PPPs",Turkey,1986,6.945,
"USD, current prices, current PPPs",Turkey,1987,7.788,
"USD, current prices, current PPPs",Turkey,1988,8.142,
"USD, current prices, current PPPs",Turkey,1989,8.135,
"USD, current prices, current PPPs",Turkey,1990,9.069,
"USD, current prices, current PPPs",Turkey,1991,9.08,
"USD, current prices, current PPPs",Turkey,1992,9.619,
"USD, current prices, current PPPs",Turkey,1993,11.06,
"USD, current prices, current PPPs",Turkey,1994,10.058,
"USD, current prices, current PPPs",Turkey,1995,10.76,
"USD, current prices, current PPPs",Turkey,1996,11.354,
"USD, current prices, current PPPs",Turkey,1997,12.539,
"USD, current prices, current PPPs",Turkey,1998,12.765,
"USD, current prices, current PPPs",Turkey,1999,11.936,
"USD, current prices, current PPPs",Turkey,2000,13.804,
"USD, current prices, current PPPs",Turkey,2001,13.139,
"USD, current prices, current PPPs",Turkey,2002,13.482,
"USD, current prices, current PPPs",Turkey,2003,13.994,
"USD, current prices, current PPPs",Turkey,2004,17.83,
"USD, current prices, current PPPs",Turkey,2005,19.633,
"USD, current prices, current PPPs",Turkey,2006,22.042,
"USD, current prices, current PPPs",Turkey,2007,24.019,
"USD, current prices, current PPPs",Turkey,2008,25.909,
"USD, current prices, current PPPs",Turkey,2009,25.592,
"USD, current prices, current PPPs",Turkey,2010,26.952,
"USD, current prices, current PPPs",Turkey,2011,28.66,
"USD, current prices, current PPPs",Turkey,2012,29.224,
"USD, current prices, current PPPs",Turkey,2013,29.993,
"USD, constant prices, 2005 PPPs",Turkey,1970,176229.775,
"USD, constant prices, 2005 PPPs",Turkey,1971,186042.066,
"USD, constant prices, 2005 PPPs",Turkey,1972,199857.561,
"USD, constant prices, 2005 PPPs",Turkey,1973,206376.471,
"USD, constant prices, 2005 PPPs",Turkey,1974,217921.57,
"USD, constant prices, 2005 PPPs",Turkey,1975,233553.383,
"USD, constant prices, 2005 PPPs",Turkey,1976,257990.161,
"USD, constant prices, 2005 PPPs",Turkey,1977,266774.249,
"USD, constant prices, 2005 PPPs",Turkey,1978,270787.893,
"USD, constant prices, 2005 PPPs",Turkey,1979,269096.839,
"USD, constant prices, 2005 PPPs",Turkey,1980,262515.297,
"USD, constant prices, 2005 PPPs",Turkey,1981,275260.836,
"USD, constant prices, 2005 PPPs",Turkey,1982,285067.907,
"USD, constant prices, 2005 PPPs",Turkey,1983,299233.096,
"USD, constant prices, 2005 PPPs",Turkey,1984,319316.975,
"USD, constant prices, 2005 PPPs",Turkey,1985,332861.067,
"USD, constant prices, 2005 PPPs",Turkey,1986,356212.23,
"USD, constant prices, 2005 PPPs",Turkey,1987,389996.389,
"USD, constant prices, 2005 PPPs",Turkey,1988,398265.686,
"USD, constant prices, 2005 PPPs",Turkey,1989,399267.886,
"USD, constant prices, 2005 PPPs",Turkey,1990,436221.357,
"USD, constant prices, 2005 PPPs",Turkey,1991,440263.018,
"USD, constant prices, 2005 PPPs",Turkey,1992,466609.602,
"USD, constant prices, 2005 PPPs",Turkey,1993,504134.441,
"USD, constant prices, 2005 PPPs",Turkey,1994,476630.565,
"USD, constant prices, 2005 PPPs",Turkey,1995,510906.111,
"USD, constant prices, 2005 PPPs",Turkey,1996,546696.716,
"USD, constant prices, 2005 PPPs",Turkey,1997,587856.423,
"USD, constant prices, 2005 PPPs",Turkey,1998,606032.141,
"USD, constant prices, 2005 PPPs",Turkey,1999,585637.075,
"USD, constant prices, 2005 PPPs",Turkey,2000,625310.797,
"USD, constant prices, 2005 PPPs",Turkey,2001,589683.861,
"USD, constant prices, 2005 PPPs",Turkey,2002,626031.029,
"USD, constant prices, 2005 PPPs",Turkey,2003,658993.224,
"USD, constant prices, 2005 PPPs",Turkey,2004,720693.491,
"USD, constant prices, 2005 PPPs",Turkey,2005,781243.404,
"USD, constant prices, 2005 PPPs",Turkey,2006,835098.335,
"USD, constant prices, 2005 PPPs",Turkey,2007,874085.564,
"USD, constant prices, 2005 PPPs",Turkey,2008,879844.376,
"USD, constant prices, 2005 PPPs",Turkey,2009,837384.184,
"USD, constant prices, 2005 PPPs",Turkey,2010,914063.059,
"USD, constant prices, 2005 PPPs",Turkey,2011,994251.504,
"USD, constant prices, 2005 PPPs",Turkey,2012,1015403.814,
"USD, constant prices, 2005 PPPs",Turkey,2013,1056524.491,
"USD, constant prices, 2005 PPPs",Turkey,1970,4989.377,
"USD, constant prices, 2005 PPPs",Turkey,1971,5137.155,
"USD, constant prices, 2005 PPPs",Turkey,1972,5382.354,
"USD, constant prices, 2005 PPPs",Turkey,1973,5420.689,
"USD, constant prices, 2005 PPPs",Turkey,1974,5582.579,
"USD, constant prices, 2005 PPPs",Turkey,1975,5827.471,
"USD, constant prices, 2005 PPPs",Turkey,1976,6305.515,
"USD, constant prices, 2005 PPPs",Turkey,1977,6387.049,
"USD, constant prices, 2005 PPPs",Turkey,1978,6350.56,
"USD, constant prices, 2005 PPPs",Turkey,1979,6181.871,
"USD, constant prices, 2005 PPPs",Turkey,1980,5907.451,
"USD, constant prices, 2005 PPPs",Turkey,1981,6044.375,
"USD, constant prices, 2005 PPPs",Turkey,1982,6105.807,
"USD, constant prices, 2005 PPPs",Turkey,1983,6251.736,
"USD, constant prices, 2005 PPPs",Turkey,1984,6507.377,
"USD, constant prices, 2005 PPPs",Turkey,1985,6616.727,
"USD, constant prices, 2005 PPPs",Turkey,1986,6919.429,
"USD, constant prices, 2005 PPPs",Turkey,1987,7446.943,
"USD, constant prices, 2005 PPPs",Turkey,1988,7476.64,
"USD, constant prices, 2005 PPPs",Turkey,1989,7367.654,
"USD, constant prices, 2005 PPPs",Turkey,1990,7914.03,
"USD, constant prices, 2005 PPPs",Turkey,1991,7854.126,
"USD, constant prices, 2005 PPPs",Turkey,1992,8188.144,
"USD, constant prices, 2005 PPPs",Turkey,1993,8705.031,
"USD, constant prices, 2005 PPPs",Turkey,1994,8100.865,
"USD, constant prices, 2005 PPPs",Turkey,1995,8549.871,
"USD, constant prices, 2005 PPPs",Turkey,1996,9010.841,
"USD, constant prices, 2005 PPPs",Turkey,1997,9545.913,
"USD, constant prices, 2005 PPPs",Turkey,1998,9702.103,
"USD, constant prices, 2005 PPPs",Turkey,1999,9242.426,
"USD, constant prices, 2005 PPPs",Turkey,2000,9732.161,
"USD, constant prices, 2005 PPPs",Turkey,2001,9053.534,
"USD, constant prices, 2005 PPPs",Turkey,2002,9484.169,
"USD, constant prices, 2005 PPPs",Turkey,2003,9854.399,
"USD, constant prices, 2005 PPPs",Turkey,2004,10641.783,
"USD, constant prices, 2005 PPPs",Turkey,2005,11394.035,
"USD, constant prices, 2005 PPPs",Turkey,2006,12033.984,
"USD, constant prices, 2005 PPPs",Turkey,2007,12448.701,
"USD, constant prices, 2005 PPPs",Turkey,2008,12375.615,
"USD, constant prices, 2005 PPPs",Turkey,2009,11622.265,
"USD, constant prices, 2005 PPPs",Turkey,2010,12520.897,
"USD, constant prices, 2005 PPPs",Turkey,2011,13444.916,
"USD, constant prices, 2005 PPPs",Turkey,2012,13557.065,
"USD, constant prices, 2005 PPPs",Turkey,2013,13940.885,
"USD, constant prices, 2005 PPPs",Turkey,1970,6.246,
"USD, constant prices, 2005 PPPs",Turkey,1971,6.511,
"USD, constant prices, 2005 PPPs",Turkey,1972,6.834,
"USD, constant prices, 2005 PPPs",Turkey,1973,6.957,
"USD, constant prices, 2005 PPPs",Turkey,1974,7.22,
"USD, constant prices, 2005 PPPs",Turkey,1975,7.704,
"USD, constant prices, 2005 PPPs",Turkey,1976,8.46,
"USD, constant prices, 2005 PPPs",Turkey,1977,8.548,
"USD, constant prices, 2005 PPPs",Turkey,1978,8.633,
"USD, constant prices, 2005 PPPs",Turkey,1979,8.525,
"USD, constant prices, 2005 PPPs",Turkey,1980,8.245,
"USD, constant prices, 2005 PPPs",Turkey,1981,8.604,
"USD, constant prices, 2005 PPPs",Turkey,1982,8.852,
"USD, constant prices, 2005 PPPs",Turkey,1983,9.239,
"USD, constant prices, 2005 PPPs",Turkey,1984,10.045,
"USD, constant prices, 2005 PPPs",Turkey,1985,10.154,
"USD, constant prices, 2005 PPPs",Turkey,1986,10.759,
"USD, constant prices, 2005 PPPs",Turkey,1987,11.765,
"USD, constant prices, 2005 PPPs",Turkey,1988,11.884,
"USD, constant prices, 2005 PPPs",Turkey,1989,11.43,
"USD, constant prices, 2005 PPPs",Turkey,1990,12.287,
"USD, constant prices, 2005 PPPs",Turkey,1991,11.906,
"USD, constant prices, 2005 PPPs",Turkey,1992,12.331,
"USD, constant prices, 2005 PPPs",Turkey,1993,13.85,
"USD, constant prices, 2005 PPPs",Turkey,1994,12.332,
"USD, constant prices, 2005 PPPs",Turkey,1995,12.924,
"USD, constant prices, 2005 PPPs",Turkey,1996,13.328,
"USD, constant prices, 2005 PPPs",Turkey,1997,14.431,
"USD, constant prices, 2005 PPPs",Turkey,1998,14.448,
"USD, constant prices, 2005 PPPs",Turkey,1999,13.501,
"USD, constant prices, 2005 PPPs",Turkey,2000,14.629,
"USD, constant prices, 2005 PPPs",Turkey,2001,13.796,
"USD, constant prices, 2005 PPPs",Turkey,2002,14.753,
"USD, constant prices, 2005 PPPs",Turkey,2003,15.678,
"USD, constant prices, 2005 PPPs",Turkey,2004,18.676,
"USD, constant prices, 2005 PPPs",Turkey,2005,19.633,
"USD, constant prices, 2005 PPPs",Turkey,2006,20.545,
"USD, constant prices, 2005 PPPs",Turkey,2007,21.536,
"USD, constant prices, 2005 PPPs",Turkey,2008,21.346,
"USD, constant prices, 2005 PPPs",Turkey,2009,20.443,
"USD, constant prices, 2005 PPPs",Turkey,2010,21.087,
"USD, constant prices, 2005 PPPs",Turkey,2011,21.671,
"USD, constant prices, 2005 PPPs",Turkey,2012,21.617,
"USD, constant prices, 2005 PPPs",Turkey,2013,21.885,
As % of the USA (USA=100),Turkey,1970,4.125,
As % of the USA (USA=100),Turkey,1971,4.215,
As % of the USA (USA=100),Turkey,1972,4.303,
As % of the USA (USA=100),Turkey,1973,4.206,
As % of the USA (USA=100),Turkey,1974,4.464,
As % of the USA (USA=100),Turkey,1975,4.794,
As % of the USA (USA=100),Turkey,1976,5.025,
As % of the USA (USA=100),Turkey,1977,4.967,
As % of the USA (USA=100),Turkey,1978,4.776,
As % of the USA (USA=100),Turkey,1979,4.6,
