Measure,Country,Time,Value,Flags
"USD, constant prices, 2005 PPPs",Finland,1973,15.6,
"USD, constant prices, 2005 PPPs",Finland,1974,16.101,
"USD, constant prices, 2005 PPPs",Finland,1975,16.553,
"USD, constant prices, 2005 PPPs",Finland,1976,16.79,
"USD, constant prices, 2005 PPPs",Finland,1977,17.217,
"USD, constant prices, 2005 PPPs",Finland,1978,17.835,
"USD, constant prices, 2005 PPPs",Finland,1979,18.937,
"USD, constant prices, 2005 PPPs",Finland,1980,19.603,
"USD, constant prices, 2005 PPPs",Finland,1981,19.549,
"USD, constant prices, 2005 PPPs",Finland,1982,20.078,
"USD, constant prices, 2005 PPPs",Finland,1983,20.808,
"USD, constant prices, 2005 PPPs",Finland,1984,21.429,
"USD, constant prices, 2005 PPPs",Finland,1985,22.106,
"USD, constant prices, 2005 PPPs",Finland,1986,23.026,
"USD, constant prices, 2005 PPPs",Finland,1987,23.623,
"USD, constant prices, 2005 PPPs",Finland,1988,24.498,
"USD, constant prices, 2005 PPPs",Finland,1989,25.558,
"USD, constant prices, 2005 PPPs",Finland,1990,26.295,
"USD, constant prices, 2005 PPPs",Finland,1991,26.519,
"USD, constant prices, 2005 PPPs",Finland,1992,27.452,
"USD, constant prices, 2005 PPPs",Finland,1993,28.917,
"USD, constant prices, 2005 PPPs",Finland,1994,30.063,
"USD, constant prices, 2005 PPPs",Finland,1995,30.692,
"USD, constant prices, 2005 PPPs",Finland,1996,31.363,
"USD, constant prices, 2005 PPPs",Finland,1997,32.29,
"USD, constant prices, 2005 PPPs",Finland,1998,33.486,
"USD, constant prices, 2005 PPPs",Finland,1999,33.881,
"USD, constant prices, 2005 PPPs",Finland,2000,35.239,
"USD, constant prices, 2005 PPPs",Finland,2001,35.928,
"USD, constant prices, 2005 PPPs",Finland,2002,36.388,
"USD, constant prices, 2005 PPPs",Finland,2003,37.258,
"USD, constant prices, 2005 PPPs",Finland,2004,38.541,
"USD, constant prices, 2005 PPPs",Finland,2005,39.298,
"USD, constant prices, 2005 PPPs",Finland,2006,40.455,
"USD, constant prices, 2005 PPPs",Finland,2007,41.765,
"USD, constant prices, 2005 PPPs",Finland,2008,41.268,
"USD, constant prices, 2005 PPPs",Finland,2009,39.121,
"USD, constant prices, 2005 PPPs",Finland,2010,40.357,
"USD, constant prices, 2005 PPPs",Finland,2011,40.954,
"USD, constant prices, 2005 PPPs",Finland,2012,40.469,
"USD, constant prices, 2005 PPPs",Finland,2013,40.669,
As % of the USA (USA=100),Finland,1970,1.42,
As % of the USA (USA=100),Finland,1971,1.407,
As % of the USA (USA=100),Finland,1972,1.44,
As % of the USA (USA=100),Finland,1973,1.458,
As % of the USA (USA=100),Finland,1974,1.513,
As % of the USA (USA=100),Finland,1975,1.544,
As % of the USA (USA=100),Finland,1976,1.47,
As % of the USA (USA=100),Finland,1977,1.408,
As % of the USA (USA=100),Finland,1978,1.373,
As % of the USA (USA=100),Finland,1979,1.426,
As % of the USA (USA=100),Finland,1980,1.506,
As % of the USA (USA=100),Finland,1981,1.487,
As % of the USA (USA=100),Finland,1982,1.562,
As % of the USA (USA=100),Finland,1983,1.538,
As % of the USA (USA=100),Finland,1984,1.479,
As % of the USA (USA=100),Finland,1985,1.465,
As % of the USA (USA=100),Finland,1986,1.453,
As % of the USA (USA=100),Finland,1987,1.453,
As % of the USA (USA=100),Finland,1988,1.468,
As % of the USA (USA=100),Finland,1989,1.487,
As % of the USA (USA=100),Finland,1990,1.467,
As % of the USA (USA=100),Finland,1991,1.38,
As % of the USA (USA=100),Finland,1992,1.286,
As % of the USA (USA=100),Finland,1993,1.241,
As % of the USA (USA=100),Finland,1994,1.237,
As % of the USA (USA=100),Finland,1995,1.252,
As % of the USA (USA=100),Finland,1996,1.218,
As % of the USA (USA=100),Finland,1997,1.25,
As % of the USA (USA=100),Finland,1998,1.28,
As % of the USA (USA=100),Finland,1999,1.262,
As % of the USA (USA=100),Finland,2000,1.293,
As % of the USA (USA=100),Finland,2001,1.297,
As % of the USA (USA=100),Finland,2002,1.304,
As % of the USA (USA=100),Finland,2003,1.251,
As % of the USA (USA=100),Finland,2004,1.271,
As % of the USA (USA=100),Finland,2005,1.23,
As % of the USA (USA=100),Finland,2006,1.261,
As % of the USA (USA=100),Finland,2007,1.319,
As % of the USA (USA=100),Finland,2008,1.375,
As % of the USA (USA=100),Finland,2009,1.328,
As % of the USA (USA=100),Finland,2010,1.312,
As % of the USA (USA=100),Finland,2011,1.34,
As % of the USA (USA=100),Finland,2012,1.305,
As % of the USA (USA=100),Finland,2013,1.267,
As % of the USA (USA=100),Finland,1970,63.206,
As % of the USA (USA=100),Finland,1971,63.346,
As % of the USA (USA=100),Finland,1972,65.144,
As % of the USA (USA=100),Finland,1973,66.233,
As % of the USA (USA=100),Finland,1974,68.998,
As % of the USA (USA=100),Finland,1975,70.76,
As % of the USA (USA=100),Finland,1976,67.825,
As % of the USA (USA=100),Finland,1977,65.466,
As % of the USA (USA=100),Finland,1978,64.321,
As % of the USA (USA=100),Finland,1979,67.352,
As % of the USA (USA=100),Finland,1980,71.761,
As % of the USA (USA=100),Finland,1981,71.25,
As % of the USA (USA=100),Finland,1982,75.151,
As % of the USA (USA=100),Finland,1983,74.224,
As % of the USA (USA=100),Finland,1984,71.596,
As % of the USA (USA=100),Finland,1985,71.288,
As % of the USA (USA=100),Finland,1986,71.102,
As % of the USA (USA=100),Finland,1987,71.558,
As % of the USA (USA=100),Finland,1988,72.704,
As % of the USA (USA=100),Finland,1989,74.115,
As % of the USA (USA=100),Finland,1990,73.587,
As % of the USA (USA=100),Finland,1991,69.767,
As % of the USA (USA=100),Finland,1992,65.524,
As % of the USA (USA=100),Finland,1993,63.775,
As % of the USA (USA=100),Finland,1994,64.038,
As % of the USA (USA=100),Finland,1995,65.334,
As % of the USA (USA=100),Finland,1996,64.128,
As % of the USA (USA=100),Finland,1997,66.409,
As % of the USA (USA=100),Finland,1998,68.569,
As % of the USA (USA=100),Finland,1999,68.24,
As % of the USA (USA=100),Finland,2000,70.534,
As % of the USA (USA=100),Finland,2001,71.307,
As % of the USA (USA=100),Finland,2002,72.201,
As % of the USA (USA=100),Finland,2003,69.759,
As % of the USA (USA=100),Finland,2004,71.301,
As % of the USA (USA=100),Finland,2005,69.409,
As % of the USA (USA=100),Finland,2006,71.523,
As % of the USA (USA=100),Finland,2007,75.253,
As % of the USA (USA=100),Finland,2008,78.783,
As % of the USA (USA=100),Finland,2009,76.446,
As % of the USA (USA=100),Finland,2010,75.767,
As % of the USA (USA=100),Finland,2011,77.574,
As % of the USA (USA=100),Finland,2012,75.761,
As % of the USA (USA=100),Finland,2013,73.717,
As % of the USA (USA=100),Finland,1970,48.42,
As % of the USA (USA=100),Finland,1971,48.957,
As % of the USA (USA=100),Finland,1972,51.451,
As % of the USA (USA=100),Finland,1973,53.22,
As % of the USA (USA=100),Finland,1974,55.418,
As % of the USA (USA=100),Finland,1975,55.452,
As % of the USA (USA=100),Finland,1976,54.914,
As % of the USA (USA=100),Finland,1977,55.724,
As % of the USA (USA=100),Finland,1978,57.258,
As % of the USA (USA=100),Finland,1979,60.519,
As % of the USA (USA=100),Finland,1980,62.624,
As % of the USA (USA=100),Finland,1981,61.001,
As % of the USA (USA=100),Finland,1982,62.921,
As % of the USA (USA=100),Finland,1983,63.439,
As % of the USA (USA=100),Finland,1984,63.985,
As % of the USA (USA=100),Finland,1985,64.77,
As % of the USA (USA=100),Finland,1986,65.94,
As % of the USA (USA=100),Finland,1987,67.158,
As % of the USA (USA=100),Finland,1988,68.831,
As % of the USA (USA=100),Finland,1989,71.173,
As % of the USA (USA=100),Finland,1990,71.97,
As % of the USA (USA=100),Finland,1991,71.612,
As % of the USA (USA=100),Finland,1992,71.642,
As % of the USA (USA=100),Finland,1993,75.185,
As % of the USA (USA=100),Finland,1994,77.5,
As % of the USA (USA=100),Finland,1995,78.922,
As % of the USA (USA=100),Finland,1996,76.739,
As % of the USA (USA=100),Finland,1997,78.596,
As % of the USA (USA=100),Finland,1998,81.133,
As % of the USA (USA=100),Finland,1999,79.304,
As % of the USA (USA=100),Finland,2000,81.27,
As % of the USA (USA=100),Finland,2001,80.285,
As % of the USA (USA=100),Finland,2002,79.437,
As % of the USA (USA=100),Finland,2003,76.347,
As % of the USA (USA=100),Finland,2004,77.95,
As % of the USA (USA=100),Finland,2005,75.752,
As % of the USA (USA=100),Finland,2006,77.944,
As % of the USA (USA=100),Finland,2007,80.576,
As % of the USA (USA=100),Finland,2008,81.848,
As % of the USA (USA=100),Finland,2009,77.468,
As % of the USA (USA=100),Finland,2010,76.155,
As % of the USA (USA=100),Finland,2011,77.872,
As % of the USA (USA=100),Finland,2012,77.137,
As % of the USA (USA=100),Finland,2013,77.076,
As % of the USA (USA=100),Finland,1970,130.538,
As % of the USA (USA=100),Finland,1971,129.391,
As % of the USA (USA=100),Finland,1972,126.614,
As % of the USA (USA=100),Finland,1973,124.452,
As % of the USA (USA=100),Finland,1974,124.505,
As % of the USA (USA=100),Finland,1975,127.608,
As % of the USA (USA=100),Finland,1976,123.511,
As % of the USA (USA=100),Finland,1977,117.483,
As % of the USA (USA=100),Finland,1978,112.336,
As % of the USA (USA=100),Finland,1979,111.29,
As % of the USA (USA=100),Finland,1980,114.591,
As % of the USA (USA=100),Finland,1981,116.802,
As % of the USA (USA=100),Finland,1982,119.436,
As % of the USA (USA=100),Finland,1983,117.001,
As % of the USA (USA=100),Finland,1984,111.896,
As % of the USA (USA=100),Finland,1985,110.064,
As % of the USA (USA=100),Finland,1986,107.829,
As % of the USA (USA=100),Finland,1987,106.551,
As % of the USA (USA=100),Finland,1988,105.627,
As % of the USA (USA=100),Finland,1989,104.134,
As % of the USA (USA=100),Finland,1990,102.247,
As % of the USA (USA=100),Finland,1991,97.423,
As % of the USA (USA=100),Finland,1992,91.46,
As % of the USA (USA=100),Finland,1993,84.824,
As % of the USA (USA=100),Finland,1994,82.63,
As % of the USA (USA=100),Finland,1995,82.782,
As % of the USA (USA=100),Finland,1996,83.566,
As % of the USA (USA=100),Finland,1997,84.494,
As % of the USA (USA=100),Finland,1998,84.515,
As % of the USA (USA=100),Finland,1999,86.049,
As % of the USA (USA=100),Finland,2000,86.79,
As % of the USA (USA=100),Finland,2001,88.817,
As % of the USA (USA=100),Finland,2002,90.891,
As % of the USA (USA=100),Finland,2003,91.37,
As % of the USA (USA=100),Finland,2004,91.47,
As % of the USA (USA=100),Finland,2005,91.626,
As % of the USA (USA=100),Finland,2006,91.763,
As % of the USA (USA=100),Finland,2007,93.394,
As % of the USA (USA=100),Finland,2008,96.255,
As % of the USA (USA=100),Finland,2009,98.681,
As % of the USA (USA=100),Finland,2010,99.491,
As % of the USA (USA=100),Finland,2011,99.617,
As % of the USA (USA=100),Finland,2012,98.216,
As % of the USA (USA=100),Finland,2013,95.642,
"National currency, current prices",France,1970,123991.7,
"National currency, current prices",France,1971,138273.7,
"National currency, current prices",France,1972,154534,
"National currency, current prices",France,1973,177489.5,
"National currency, current prices",France,1974,206883.1,
"National currency, current prices",France,1975,232455.8,
"National currency, current prices",France,1976,268914.4,
"National currency, current prices",France,1977,303150.8,
"National currency, current prices",France,1978,344045,
"National currency, current prices",France,1979,392417.6,
"National currency, current prices",France,1980,444706.1,
"National currency, current prices",France,1981,501425.3,
"National currency, current prices",France,1982,575686.1,
"National currency, current prices",France,1983,639444.5,
"National currency, current prices",France,1984,695042.4,
"National currency, current prices",France,1985,744465.4,
"National currency, current prices",France,1986,800920.4,
"National currency, current prices",France,1987,841067.8,
"National currency, current prices",France,1988,909152.1,
"National currency, current prices",France,1989,979416.5,
"National currency, current prices",France,1990,1032779.6,
"National currency, current prices",France,1991,1071173.1,
"National currency, current prices",France,1992,1107984.6,
"National currency, current prices",France,1993,1119832.7,
"National currency, current prices",France,1994,1157881.3,
"National currency, current prices",France,1995,1196180.5,
"National currency, current prices",France,1996,1226607.2,
"National currency, current prices",France,1997,1264843.2,
"National currency, current prices",France,1998,1321103.5,
"National currency, current prices",France,1999,1367004.7,
"National currency, current prices",France,2000,1439603.4,
"National currency, current prices",France,2001,1495553.6,
"National currency, current prices",France,2002,1542928.3,
"National currency, current prices",France,2003,1587902.6,
"National currency, current prices",France,2004,1655571.6,
"National currency, current prices",France,2005,1718047.2,
"National currency, current prices",France,2006,1798115.53,
"National currency, current prices",France,2007,1886792.08,
"National currency, current prices",France,2008,1933195,
"National currency, current prices",France,2009,1885763,
"National currency, current prices",France,2010,1936720,
"National currency, current prices",France,2011,2001398,
"National currency, current prices",France,2012,2032296.84,
"National currency, current prices",France,2013,2059852,
"National currency, current prices",France,1970,2388.959,
"National currency, current prices",France,1971,2639.019,
"National currency, current prices",France,1972,2923.316,
"National currency, current prices",France,1973,3330.861,
"National currency, current prices",France,1974,3857.269,
"National currency, current prices",France,1975,4314.096,
"National currency, current prices",France,1976,4970.838,
"National currency, current prices",France,1977,5578.485,
"National currency, current prices",France,1978,6303.534,
"National currency, current prices",France,1979,7158.795,
"National currency, current prices",France,1980,8071.259,
"National currency, current prices",France,1981,9049.802,
"National currency, current prices",France,1982,10328.238,
"National currency, current prices",France,1983,11411.353,
"National currency, current prices",France,1984,12344.138,
"National currency, current prices",France,1985,13157.204,
"National currency, current prices",France,1986,14084.32,
"National currency, current prices",France,1987,14712.043,
"National currency, current prices",France,1988,15813.459,
"National currency, current prices",France,1989,16936.726,
"National currency, current prices",France,1990,17764.196,
"National currency, current prices",France,1991,18333.941,
"National currency, current prices",France,1992,18871.641,
"National currency, current prices",France,1993,18992.757,
"National currency, current prices",France,1994,19566.961,
"National currency, current prices",France,1995,20143.146,
"National currency, current prices",France,1996,20584.355,
"National currency, current prices",France,1997,21152.9,
"National currency, current prices",France,1998,22014.354,
"National currency, current prices",France,1999,22664.27,
"National currency, current prices",France,2000,23707.017,
"National currency, current prices",France,2001,24451.837,
"National currency, current prices",France,2002,25045.687,
"National currency, current prices",France,2003,25595.832,
"National currency, current prices",France,2004,26493.045,
"National currency, current prices",France,2005,27288.641,
"National currency, current prices",France,2006,28364.395,
"National currency, current prices",France,2007,29582.226,
"National currency, current prices",France,2008,30143.445,
"National currency, current prices",France,2009,29255.359,
"National currency, current prices",France,2010,29896.545,
"National currency, current prices",France,2011,30736.506,
"National currency, current prices",France,2012,31059.034,
"National currency, current prices",France,2013,31332.836,
"National currency, current prices",France,1970,2.921,
"National currency, current prices",France,1971,3.244,
"National currency, current prices",France,1972,3.698,
"National currency, current prices",France,1973,4.221,
"National currency, current prices",France,1974,4.955,
"National currency, current prices",France,1975,5.691,
"National currency, current prices",France,1976,6.436,
"National currency, current prices",France,1977,7.339,
"National currency, current prices",France,1978,8.423,
"National currency, current prices",France,1979,9.562,
"National currency, current prices",France,1980,10.843,
"National currency, current prices",France,1981,12.383,
"National currency, current prices",France,1982,14.792,
"National currency, current prices",France,1983,16.623,
"National currency, current prices",France,1984,18.24,
"National currency, current prices",France,1985,19.996,
"National currency, current prices",France,1986,21.465,
"National currency, current prices",France,1987,22.183,
"National currency, current prices",France,1988,23.612,
"National currency, current prices",France,1989,25.231,
"National currency, current prices",France,1990,26.433,
"National currency, current prices",France,1991,27.537,
"National currency, current prices",France,1992,28.638,
"National currency, current prices",France,1993,29.528,
"National currency, current prices",France,1994,30.583,
"National currency, current prices",France,1995,31.773,
"National currency, current prices",France,1996,32.359,
"National currency, current prices",France,1997,33.328,
"National currency, current prices",France,1998,34.501,
"National currency, current prices",France,1999,35.124,
"National currency, current prices",France,2000,36.941,
"National currency, current prices",France,2001,38.043,
"National currency, current prices",France,2002,40.052,
"National currency, current prices",France,2003,41.256,
"National currency, current prices",France,2004,42.148,
"National currency, current prices",France,2005,43.613,
"National currency, current prices",France,2006,45.841,
"National currency, current prices",France,2007,47.058,
"National currency, current prices",France,2008,47.759,
"National currency, current prices",France,2009,47.824,
"National currency, current prices",France,2010,48.839,
"National currency, current prices",France,2011,50.085,
"National currency, current prices",France,2012,50.97,
"National currency, current prices",France,2013,51.765,
"USD, current prices, current PPPs",France,1970,188392.174,
"USD, current prices, current PPPs",France,1971,208521.198,
"USD, current prices, current PPPs",France,1972,227436.536,
"USD, current prices, current PPPs",France,1973,255668.971,
"USD, current prices, current PPPs",France,1974,291712.047,
"USD, current prices, current PPPs",France,1975,315150.822,
"USD, current prices, current PPPs",France,1976,347034.929,
"USD, current prices, current PPPs",France,1977,381733.86,
"USD, current prices, current PPPs",France,1978,424448.972,
"USD, current prices, current PPPs",France,1979,475327.549,
"USD, current prices, current PPPs",France,1980,526684.599,
"USD, current prices, current PPPs",France,1981,581483.638,
"USD, current prices, current PPPs",France,1982,632497.127,
"USD, current prices, current PPPs",France,1983,665559.556,
"USD, current prices, current PPPs",France,1984,699484.801,
"USD, current prices, current PPPs",France,1985,733478.694,
"USD, current prices, current PPPs",France,1986,765153.457,
"USD, current prices, current PPPs",France,1987,803425.055,
"USD, current prices, current PPPs",France,1988,870367.191,
"USD, current prices, current PPPs",France,1989,942076.73,
"USD, current prices, current PPPs",France,1990,1002530.728,
"USD, current prices, current PPPs",France,1991,1046642.823,
"USD, current prices, current PPPs",France,1992,1086332.235,
"USD, current prices, current PPPs",France,1993,1104762.765,
"USD, current prices, current PPPs",France,1994,1153637.692,
"USD, current prices, current PPPs",France,1995,1201813.583,
"USD, current prices, current PPPs",France,1996,1240020.264,
"USD, current prices, current PPPs",France,1997,1298219.392,
"USD, current prices, current PPPs",France,1998,1366255.933,
"USD, current prices, current PPPs",France,1999,1424153.075,
"USD, current prices, current PPPs",France,2000,1534808.601,
"USD, current prices, current PPPs",France,2001,1629631.565,
"USD, current prices, current PPPs",France,2002,1704948.957,
"USD, current prices, current PPPs",France,2003,1693589.128,
"USD, current prices, current PPPs",France,2004,1760498.488,
"USD, current prices, current PPPs",France,2005,1860700.012,
"USD, current prices, current PPPs",France,2006,1993970.297,
"USD, current prices, current PPPs",France,2007,2111137.139,
"USD, current prices, current PPPs",France,2008,2191237.447,
"USD, current prices, current PPPs",France,2009,2198741.174,
"USD, current prices, current PPPs",France,2010,2260487.041,
"USD, current prices, current PPPs",France,2011,2369589.064,
"USD, current prices, current PPPs",France,2012,2416638.857,
"USD, current prices, current PPPs",France,2013,2449991.381,
"USD, current prices, current PPPs",France,1970,3629.769,
"USD, current prices, current PPPs",France,1971,3979.726,
"USD, current prices, current PPPs",France,1972,4302.412,
"USD, current prices, current PPPs",France,1973,4798.018,
"USD, current prices, current PPPs",France,1974,5438.878,
"USD, current prices, current PPPs",France,1975,5848.815,
"USD, current prices, current PPPs",France,1976,6414.883,
"USD, current prices, current PPPs",France,1977,7024.546,
"USD, current prices, current PPPs",France,1978,7776.682,
"USD, current prices, current PPPs",France,1979,8671.305,
"USD, current prices, current PPPs",France,1980,9559.14,
"USD, current prices, current PPPs",France,1981,10494.707,
"USD, current prices, current PPPs",France,1982,11347.47,
"USD, current prices, current PPPs",France,1983,11877.395,
"USD, current prices, current PPPs",France,1984,12423.036,
"USD, current prices, current PPPs",France,1985,12963.032,
"USD, current prices, current PPPs",France,1986,13455.353,
"USD, current prices, current PPPs",France,1987,14053.592,
"USD, current prices, current PPPs",France,1988,15138.849,
"USD, current prices, current PPPs",France,1989,16291.021,
"USD, current prices, current PPPs",France,1990,17243.904,
"USD, current prices, current PPPs",France,1991,17914.087,
"USD, current prices, current PPPs",France,1992,18502.849,
"USD, current prices, current PPPs",France,1993,18737.166,
"USD, current prices, current PPPs",France,1994,19495.248,
"USD, current prices, current PPPs",France,1995,20238.005,
"USD, current prices, current PPPs",France,1996,20809.447,
"USD, current prices, current PPPs",France,1997,21711.075,
"USD, current prices, current PPPs",France,1998,22766.756,
"USD, current prices, current PPPs",France,1999,23611.762,
"USD, current prices, current PPPs",France,2000,25274.832,
"USD, current prices, current PPPs",France,2001,26643.971,
"USD, current prices, current PPPs",France,2002,27675.699,
"USD, current prices, current PPPs",France,2003,27299.422,
"USD, current prices, current PPPs",France,2004,28172.123,
"USD, current prices, current PPPs",France,2005,29554.47,
"USD, current prices, current PPPs",France,2006,31453.908,
"USD, current prices, current PPPs",France,2007,33099.638,
"USD, current prices, current PPPs",France,2008,34166.986,
"USD, current prices, current PPPs",France,2009,34110.841,
"USD, current prices, current PPPs",France,2010,34894.436,
"USD, current prices, current PPPs",France,2011,36391.006,
"USD, current prices, current PPPs",France,2012,36932.827,
"USD, current prices, current PPPs",France,2013,37267.328,
"USD, current prices, current PPPs",France,1970,4.438,
"USD, current prices, current PPPs",France,1971,4.892,
"USD, current prices, current PPPs",France,1972,5.443,
"USD, current prices, current PPPs",France,1973,6.08,
"USD, current prices, current PPPs",France,1974,6.986,
"USD, current prices, current PPPs",France,1975,7.715,
"USD, current prices, current PPPs",France,1976,8.305,
"USD, current prices, current PPPs",France,1977,9.242,
"USD, current prices, current PPPs",France,1978,10.391,
"USD, current prices, current PPPs",France,1979,11.583,
"USD, current prices, current PPPs",France,1980,12.841,
"USD, current prices, current PPPs",France,1981,14.36,
"USD, current prices, current PPPs",France,1982,16.252,
"USD, current prices, current PPPs",France,1983,17.302,
"USD, current prices, current PPPs",France,1984,18.357,
"USD, current prices, current PPPs",France,1985,19.701,
"USD, current prices, current PPPs",France,1986,20.506,
"USD, current prices, current PPPs",France,1987,21.19,
"USD, current prices, current PPPs",France,1988,22.605,
"USD, current prices, current PPPs",France,1989,24.269,
"USD, current prices, current PPPs",France,1990,25.659,
"USD, current prices, current PPPs",France,1991,26.906,
"USD, current prices, current PPPs",France,1992,28.079,
"USD, current prices, current PPPs",France,1993,29.131,
"USD, current prices, current PPPs",France,1994,30.471,
"USD, current prices, current PPPs",France,1995,31.923,
"USD, current prices, current PPPs",France,1996,32.713,
"USD, current prices, current PPPs",France,1997,34.207,
"USD, current prices, current PPPs",France,1998,35.68,
"USD, current prices, current PPPs",France,1999,36.593,
"USD, current prices, current PPPs",France,2000,39.384,
"USD, current prices, current PPPs",France,2001,41.453,
"USD, current prices, current PPPs",France,2002,44.258,
"USD, current prices, current PPPs",France,2003,44.002,
"USD, current prices, current PPPs",France,2004,44.819,
"USD, current prices, current PPPs",France,2005,47.234,
"USD, current prices, current PPPs",France,2006,50.834,
"USD, current prices, current PPPs",France,2007,52.654,
"USD, current prices, current PPPs",France,2008,54.133,
"USD, current prices, current PPPs",France,2009,55.761,
"USD, current prices, current PPPs",France,2010,57.004,
"USD, current prices, current PPPs",France,2011,59.299,
"USD, current prices, current PPPs",France,2012,60.609,
"USD, current prices, current PPPs",France,2013,61.57,
"USD, constant prices, 2005 PPPs",France,1970,778933.748,
"USD, constant prices, 2005 PPPs",France,1971,820459.978,
"USD, constant prices, 2005 PPPs",France,1972,857692.745,
"USD, constant prices, 2005 PPPs",France,1973,914391.245,
"USD, constant prices, 2005 PPPs",France,1974,957289.19,
"USD, constant prices, 2005 PPPs",France,1975,946532.804,
"USD, constant prices, 2005 PPPs",France,1976,988049.722,
"USD, constant prices, 2005 PPPs",France,1977,1023350.161,
"USD, constant prices, 2005 PPPs",France,1978,1063214.634,
"USD, constant prices, 2005 PPPs",France,1979,1099888.3,
"USD, constant prices, 2005 PPPs",France,1980,1117891.015,
"USD, constant prices, 2005 PPPs",France,1981,1128835.991,
"USD, constant prices, 2005 PPPs",France,1982,1156124.979,
"USD, constant prices, 2005 PPPs",France,1983,1170367.328,
"USD, constant prices, 2005 PPPs",France,1984,1187859.936,
"USD, constant prices, 2005 PPPs",France,1985,1206987.433,
"USD, constant prices, 2005 PPPs",France,1986,1234216.843,
"USD, constant prices, 2005 PPPs",France,1987,1263695.367,
"USD, constant prices, 2005 PPPs",France,1988,1322680.392,
"USD, constant prices, 2005 PPPs",France,1989,1378071.367,
"USD, constant prices, 2005 PPPs",France,1990,1414179.619,
"USD, constant prices, 2005 PPPs",France,1991,1428878.176,
"USD, constant prices, 2005 PPPs",France,1992,1449996.131,
"USD, constant prices, 2005 PPPs",France,1993,1440319.889,
"USD, constant prices, 2005 PPPs",France,1994,1472689.471,
"USD, constant prices, 2005 PPPs",France,1995,1502839.838,
"USD, constant prices, 2005 PPPs",France,1996,1518884.378,
"USD, constant prices, 2005 PPPs",France,1997,1552054.335,
"USD, constant prices, 2005 PPPs",France,1998,1604486.776,
"USD, constant prices, 2005 PPPs",France,1999,1657306.083,
"USD, constant prices, 2005 PPPs",France,2000,1718296.798,
"USD, constant prices, 2005 PPPs",France,2001,1749838.976,
"USD, constant prices, 2005 PPPs",France,2002,1766092.403,
"USD, constant prices, 2005 PPPs",France,2003,1781978.369,
"USD, constant prices, 2005 PPPs",France,2004,1827323.86,
"USD, constant prices, 2005 PPPs",France,2005,1860700.012,
"USD, constant prices, 2005 PPPs",France,2006,1906600.856,
"USD, constant prices, 2005 PPPs",France,2007,1950170.747,
"USD, constant prices, 2005 PPPs",France,2008,1948597.58,
"USD, constant prices, 2005 PPPs",France,2009,1887273.86,
"USD, constant prices, 2005 PPPs",France,2010,1919825.099,
"USD, constant prices, 2005 PPPs",France,2011,1958737.551,
"USD, constant prices, 2005 PPPs",France,2012,1959009.41,
"USD, constant prices, 2005 PPPs",France,2013,1963197.94,
"USD, constant prices, 2005 PPPs",France,1970,15007.788,
"USD, constant prices, 2005 PPPs",France,1971,15658.869,
"USD, constant prices, 2005 PPPs",France,1972,16224.955,
"USD, constant prices, 2005 PPPs",France,1973,17159.945,
"USD, constant prices, 2005 PPPs",France,1974,17848.351,
"USD, constant prices, 2005 PPPs",France,1975,17566.495,
"USD, constant prices, 2005 PPPs",France,1976,18263.935,
"USD, constant prices, 2005 PPPs",France,1977,18831.367,
"USD, constant prices, 2005 PPPs",France,1978,19480.038,
"USD, constant prices, 2005 PPPs",France,1979,20065.041,
"USD, constant prices, 2005 PPPs",France,1980,20289.327,
"USD, constant prices, 2005 PPPs",France,1981,20373.408,
"USD, constant prices, 2005 PPPs",France,1982,20741.745,
"USD, constant prices, 2005 PPPs",France,1983,20886.058,
"USD, constant prices, 2005 PPPs",France,1984,21096.709,
"USD, constant prices, 2005 PPPs",France,1985,21331.521,
"USD, constant prices, 2005 PPPs",France,1986,21703.911,
"USD, constant prices, 2005 PPPs",France,1987,22104.687,
"USD, constant prices, 2005 PPPs",France,1988,23006.219,
"USD, constant prices, 2005 PPPs",France,1989,23830.533,
"USD, constant prices, 2005 PPPs",France,1990,24324.419,
"USD, constant prices, 2005 PPPs",France,1991,24456.335,
"USD, constant prices, 2005 PPPs",France,1992,24696.919,
"USD, constant prices, 2005 PPPs",France,1993,24428.332,
"USD, constant prices, 2005 PPPs",France,1994,24886.884,
"USD, constant prices, 2005 PPPs",France,1995,25307.153,
"USD, constant prices, 2005 PPPs",France,1996,25489.215,
"USD, constant prices, 2005 PPPs",France,1997,25956.142,
"USD, constant prices, 2005 PPPs",France,1998,26736.542,
"USD, constant prices, 2005 PPPs",France,1999,27477.325,
"USD, constant prices, 2005 PPPs",France,2000,28296.468,
"USD, constant prices, 2005 PPPs",France,2001,28609.324,
"USD, constant prices, 2005 PPPs",France,2002,28668.214,
"USD, constant prices, 2005 PPPs",France,2003,28724.192,
"USD, constant prices, 2005 PPPs",France,2004,29241.486,
"USD, constant prices, 2005 PPPs",France,2005,29554.47,
"USD, constant prices, 2005 PPPs",France,2006,30075.698,
"USD, constant prices, 2005 PPPs",France,2007,30575.913,
"USD, constant prices, 2005 PPPs",France,2008,30383.611,
"USD, constant prices, 2005 PPPs",France,2009,29278.798,
"USD, constant prices, 2005 PPPs",France,2010,29635.744,
"USD, constant prices, 2005 PPPs",France,2011,30081.347,
"USD, constant prices, 2005 PPPs",France,2012,29939.002,
"USD, constant prices, 2005 PPPs",France,2013,29862.611,
"USD, constant prices, 2005 PPPs",France,1970,18.351,
